ranking,url,title,region,time,director,actor,1 week culmulative income,all culmulative income,duration,type,rating
59,https://www.maoyan.com/films/78997,消失的爱人,美国,2014/9/26,['大卫·芬奇'],"['本·阿弗莱克', '裴淳华', '尼尔·帕特里克·哈里斯', '米西·派勒', '金·迪金斯', '泰勒·派瑞', '凯西·威尔逊', '波伊德·霍布鲁克', '凯瑟琳·罗斯·帕金斯', '杰米·麦克沙恩', '大卫·柯来龙', '斯科特·麦克纳里', '丽萨·巴恩斯', '劳伦·格莱齐尔', 'Blake Sheldon', 'Joel Shock', 'Mark Atteberry', '帝博恩·米切尔', '艾米丽·拉塔科斯基', '萝拉·科克', '雪拉·渥德', '李·诺里斯', '莱昂纳德·凯利-扬', 'Pete Housman', '琳恩·A·弗里德曼', 'Darin Cooper', 'Kate Campbell', 'Brett Leigh', 'Antonio St. James', '朱丽亚·普鲁德霍姆', '库珀·索恩顿', '赛恩斯雀里马特', 'Ashley Cope', 'Lexis Nutt', 'L.A. Williams', 'Sean Guse', 'Ricky Wood', 'Fred Cross', '斯科特·武田', 'Donna Rusch', 'Kathy Sweeney Meadows', 'Mark T Anderson', 'Marc Abbink', 'Tina Redmond', 'Thomas R. Baker', 'Jonathan Retamoza-Davila', '比尔·布莱尔', 'Gregoer Boru', 'Tracy Brotherton', 'Buda', '威尔·C', 'Caroline Clements', '弗农·科特士', 'Tony Cronin', 'Taber Cross', 'Darren Deloach', '南希·德马尔斯', 'Kyle Durant', 'Tyler Ecklund', '琳赛·伊丽莎白', 'Nicolas Fagerberg', 'Bobby Greer', 'Alexander Michael Helisek', 'Leslie A. Hughes', 'Davina Joy', '琳达·康', 'Michael Kelly', 'Grant Liffmann', 'Andrea Lorenzconrad', 'Katy Marcella', 'Aaron Massey', 'Saffron Mazzia', 'Orion McCabe', 'Roz McHenry', 'Bryan McKinley', 'Steven Moreton', 'Cole Mueller', 'Terry Myers', 'Justin Nesbitt', '基思·努斯鲍姆', '马克·帕瑞施', '林恩·奎因', 'Lisa Richman', 'Jaclyn Rose', '萨赫丽玛', 'Dale Shane', 'Rick Silver', 'Michelle Skidmore', '拉斯·斯兰德', 'Robert Tarpinian', 'Thomas Heath', 'Ire S. Wardlaw', 'Tracy Weisert', 'Amy Wray', 'Ronnie Phillips', 'Brandon Oatsvall', 'Alison Niermann', 'Michelle Winters', 'Cheryl Cruse Weston', 'Samuel Baca', 'Casey Ruggieri', '凯莉·库恩', '杨孟霖', '谭宫柔真', '派屈克·福吉特', 'Ashley Didion']",,,149,"['剧情', '悬疑', '惊悚', '犯罪']",8.7
60,https://www.maoyan.com/films/78449,布达佩斯大饭店,美国,2014/6/14,['韦斯·安德森'],"['拉尔夫·费因斯', '托尼·雷沃罗利', '西尔莎·罗南', 'F·默里·亚伯拉罕', '蒂尔达·斯文顿', '威廉·达福', '艾德里安·布洛迪', '爱德华·哈里森·诺顿', '马修·阿马立克', '詹森·舒瓦兹曼', '欧文·威尔逊', '哈威·凯特尔', '鲍勃·巴拉班', '弗洛里安·卢卡斯', 'Paul Schlase', '汤姆·威尔金森', 'Sabine Urig', '卡尔·马克维斯', '蕾雅·赛杜', 'Heike Hanold', '丹尼尔·施泰纳', 'Matthias Matschke', 'Rainer Reiners', 'Roy Macready', '米尔顿·威尔士', 'Michael Benthin', 'Hendrik von Bültzingslöwen', '加布里埃尔·拉什', 'Mario Rohn', 'Marko Dyrlich', '比尔·默瑞', '杰夫·高布伦', '裘德·洛', 'Carl Sprague', '拉里·派恩', '吉塞尔达·沃洛迪', 'Volker Michalowski', '尼尔·哈夫', '费舍·史蒂芬斯', '瓦利斯·阿鲁瓦里亚', 'Jella Niemann', 'Marcel Mazur', 'Robert Bienas', 'Manfred Lindner', 'Oliver Claridge', 'Bernhard Kremser', '野村训市', 'Sister Anna Rademacher', 'Heinz-Werner Jeschkowski', 'Steffen Schult', 'Sabine Euler', 'Renate Klein', 'Uwe Holoubek', 'Francesco Zippel', 'Enrico Hoffmann', 'Marie Goyette', 'Jeno Orosz', 'Gyula Lukacs', 'Darin Damjanow', 'Dar Ronge', 'Georg Rittmannsperger', 'Dirk Bossmann', 'Arwin Lobedann', '罗宾·赫尔斯通', 'Jutta Westphal', 'Matthias Holfert', '丽萨·克鲁泽', 'Gisela Bech', 'Birgit Müller', 'Ursula Kuhnt', 'Monika Krüger', 'Wolfram Nielacny', 'Reinhold Hegelow', 'Steffen Nixdorf', 'Piet Paes', '米凯拉·卡斯帕', 'John Peet', '戈洛·欧拉', 'Jürgen Schwämmle', 'Frank Jacob', 'Claudia Jung', 'Roman Berger', 'Lennart Meyer', 'Alfred Hänel', 'Manpreet Gerlach', 'David Adamik', 'Moritz Hepper', 'David Cioffi', '卢卡斯·赫奇斯', 'Wolfgang Ceczor', 'Philipp Sonntag', '汉斯·马丁·施蒂尔', 'Georg Tryphon', '汉勒斯·魏格纳', 'Gerald Sullivan', 'Oliver Hazell', 'Ben Howard', 'Bohumil Váchal', 'Ed Munro', '吴永庆', '华莱士·沃洛达斯基', '杰拉·尼曼', 'Heike Hanold-Lynch', '斯特芬·施曼']",,,100,"['剧情', '喜剧', '冒险']",8.7
61,https://www.maoyan.com/films/338365,海边的曼彻斯特,美国,2017/8/25,['肯尼斯·罗纳根'],"['卡西·阿弗莱克', '卢卡斯·赫奇斯', '米歇尔·威廉姆斯', '凯尔·钱德勒', '格瑞辰·摩尔', '卡拉·海沃德', 'C·J·威尔逊', '泰特·多诺万', '海瑟·伯恩斯', '埃里卡·麦克德莫特', ""Ben O'Brien"", '蜜西·雅格', '斯蒂芬·亨德森', '卡罗琳·皮克曼', '肖恩·菲茨吉本', '乔什·汉弥尔顿', '利亚姆·麦克尼尔', '马修·布罗德里克', '肯尼斯·罗纳根', '玛丽·梅伦', '安娜·巴瑞辛尼科夫', '苏珊·波尔法', 'Danae Nason', 'Ruibo Qian', 'Oscar Wahlberg', 'Jami Tennille', '威廉·博恩凯塞尔', 'Joe Stapleton', 'K·C·法尔达斯', 'Lewis D. Wheeler', 'Frankie Imbergamo', 'Brian Chamberlain', 'Mark Burzenski', 'Richard Donelly', 'Stew Replogle', 'Quincy Tyler Bernstine', '汤姆坎普', 'Wendy Overly', 'Amanda Blattner', 'Jim Boyd', 'Jeffrey Corazzini', 'Michael Steven Swanson', 'Chaunty Spillane', 'Stephanie Ann Saunders', 'Daniel Martignetti', 'Elaine Victoria Grey', '朗顿·豪尔', 'Kt·巴达萨罗', '托马斯·马里亚诺', ""Frank D'Agostino"", 'John J. Burke', 'Victor Franko', 'Brian White', 'Christian Mallen', 'Virginia Loring Cooke', '本·汉森', '安东尼·埃斯特拉', '罗伯特·塞拉', 'Chloe Dixon', 'Frank Garvin', 'Nellie Lonergan', 'Allyn Burrows', 'Jackson Damon', 'Glenn McKiel', 'Paul Meredith', 'Ellie Teeves', 'Elizabeth Dickson', '凯丽·玛丽娅·塔布', 'David Struffolino', 'Alan Resnic', 'Marely Mercedes', 'Kevin Grondin', 'Charlie Flannery', '蒋静菊', '钱睿博', '乔什·汉弥尔顿']",270,818,136,"['剧情', '家庭']",8.8
62,https://www.maoyan.com/films/158,大话西游之大圣娶亲,中国大陆,2014/10/24,['刘镇伟'],"['周星驰', '朱茵', '莫文蔚', '蔡少芬', '陆树铭', '吴孟达', '罗家英', '蓝洁瑛', '刘镇伟', '江约诚', '吴珏瑾', '李健仁', '胡立成', '金永钢', '付博文', '许敬义', '李宝龙']",179,18683,110,"['喜剧', '爱情', '动作', '奇幻']",8.8
63,https://www.maoyan.com/films/65496,超脱,美国,2011/4/25,['托尼·凯耶'],"['艾德里安·布洛迪', '马西娅·盖伊·哈登', '詹姆斯·肯恩', '克里斯蒂娜·亨德里克斯', '刘玉玲', '布莱思·丹纳', '蒂姆·布雷克·尼尔森', '威廉·彼德森', '布莱恩·科兰斯顿', '萨米·盖尔', 'Susan Neuffer', 'Elvis Muccino', 'Jonathan Hudson', 'Alsharik Sejour', 'Eli Massillon', 'Amber Vanterpool', 'April Maxey', '安娜贝尔·布莱特', '拉尔夫·罗德里格斯', 'Samantha Jade Logan', 'Lonon Jay Wilson', 'Mama Kohn', '瑞内·菲利斯·史密斯', '亚伦·索特', 'Justin Campbell', 'Nancy Rodriguez', 'Michael Kaufman', 'Tarikk Mudu', 'Celia Schaefer', '阿尔·卡尔德隆', 'Ronen Rubeinstein', 'Michael Hammond', 'Alex Boniello', 'Tiffani Holland', 'Kowade Cross', 'Chris Papavasiliou', '贝蒂·凯耶', '杰米·麦克林', 'Corwin C. Tuggles', '帕特里夏·雷', 'Rebecka Ray', '道格·伊·道格', '乔什·帕斯', '詹姆斯·霍西', 'Stephen Payne', 'Kevin T. Collins', '布雷南·布朗', 'Mary Joy', '西莉亚·奥', 'Lucian Maisel', 'Brenda Pressley', '约翰·塞纳迭姆博', 'Jerry Walsh', 'Roslyn Ruff', '大卫·豪森', '小伊塞亚·维特洛克', '路易斯·佐里奇', 'Kwoade Cross', '罗南·鲁宾斯坦', '里根·利奥纳德', '萨曼莎·罗根', '塔里克·穆杜', '詹姆斯·凯恩']",,,97,['剧情'],8.7
64,https://www.maoyan.com/films/4587,爱在黎明破晓前,美国,1995/1/27,['理查德·林克莱特'],"['伊桑·霍克', '朱莉·德尔佩', '安德莉亚·埃克特', '汉诺·波西尔', '卡尔·布拉克施魏格尔', '特克斯·鲁比诺威茨', '埃尔尼·曼戈尔德', '多米尼克·卡斯特尔', '海蒙·玛丽亚·巴汀格', 'Harold Waiglein', 'Bilge Jeschim', 'Kurti', '汉斯·魏因加特纳', 'Liese Lyon', '彼得·艾利·休默', 'Otto Reiter', '休伯特·法比安·库尔特勒', 'Branko Andric', 'Constanze Schweiger', '约翰·斯洛斯', '亚历山德拉·塞贝尔', 'Georg Schollhammer', '克里斯蒂安·安科维奇', 'Wilbirg Reiter', 'Barbara Klebel', 'Wolfgang Staribacher', 'Wolfgang Glüxam', '亚当·戈德堡', 'Paul Poet', '哈拉尔德·魏格莱因']",,,101,['爱情'],8.7
65,https://www.maoyan.com/films/337625,海蒂和爷爷,瑞士,2019/5/16,['阿兰·葛斯彭纳'],"['阿努克·斯特芬', '布鲁诺·甘茨', '昆林·艾格匹', '安娜·申茨', '伊莎贝尔·奥特曼', '莉莲·奈福', '彼得·杰克林', '克里斯托夫·高格勒', '丽贝卡·因德穆', '莫妮卡·古布瑟', '阿瑟·比勒', '玛丽埃塔·耶米', '彼得·洛迈尔', '卡塔琳娜·舒特勒', '杰拉·哈斯', '迈克尔·克兰茨', 'Heinrich Giskes', '劳拉·帕克', '马库斯·赫林', '马克西姆·梅米特', '迈克尔·卡兰兹', '汉娜洛蕾·赫格', 'Kathrin Susanne Rieger']",1013,2093,111,"['剧情', '家庭', '冒险']",9.5
66,https://www.maoyan.com/films/1368,蝴蝶效应,美国,2004/1/23,"['埃里克·布雷斯', 'J·麦基·格鲁伯']","['约翰·帕特里克·阿梅多利', '罗根·勒曼', '卡梅隆·布莱特', '伊桑·苏普利', '凯文·杜兰', '埃尔登·汉森', '凯文·施密特', '威廉姆·李·斯科特', '肯德尔·克洛斯', '基马尼·雷·史密斯', 'Colby Chartrand', '凯文', '艾米·伊斯特尔', '卡梅隆·K·史密斯', '梅洛拉·沃尔特斯', '埃里克·斯托尔兹', 'Riddle the Dog', 'Andrew Olcott', 'J. Jackson Kocela', 'Garry Little', '麦达·阿帕诺威茨', 'David Cook', 'Meilani Paul', 'Scott Swanson', 'Chapelle Jaffe', 'Brandy Heidrick', 'Shelly Schiavoni', '特雷弗·琼斯', '琼·B·王尔德', 'Paul Lazenby', 'Douglas Arthurs', '丹尼尔·斯平克', '萨姆·伊斯顿', 'Glenn Richards', 'Bill Croft', 'Sadie Lawrence', '格兰特·汤普森', 'Jacqueline Stewart', '杰西·哈奇', '塔拉·威尔逊', '卡米尔·苏利文', 'John B. Lowe', 'Ted Friend', '约翰·蒂尔尼', 'Nathaniel DeVeaux', '奥·盖尔', '杰克·凯斯', '莎拉·威多斯', '凯文·G·施密特', '阿什顿·库彻', '艾米·斯马特', '艾琳·戈洛瓦娅', '杰西·詹姆斯', '考乐姆·吉斯·雷尼', '布兰迪-卡普']",,,113,"['剧情', '科幻', '悬疑', '惊悚']",8.7
67,https://www.maoyan.com/films/2641,罗马假日,美国,1953/8/27,['威廉·惠勒'],"['格利高里·派克', '奥黛丽·赫本', '埃迪·艾伯特', '哈特利·鲍尔', '哈考特·威廉姆斯', '玛格丽特·罗林斯', '托里奥·卡米纳提', '保罗·卡利尼', '克劳迪奥·埃尔梅利', '保拉·布鲁布尼', '里佐·弗雷多里佐', '劳拉·索拉里', 'Gorella Gori', 'Armando Ambrogi', 'Armando Annuale', '毛里齐奥·阿雷纳', 'Silvio Bagolini', '乌戈·巴莱里尼', 'Bruno Baschiera', 'Gildo Bocci', '阿尔弗雷德·布朗', 'Princess Alma Cattaneo', 'J. Cortes Cavanillas', '弗兰科·科尔萨罗', 'John Cortay', 'Vittoria Crispo', 'Ferdinando De Aldisio', '乌戈·德·帕斯卡尔', 'Jan Dijksgraaf', '安德烈·艾斯特哈兹', 'Gherda Fehrer', '雅克·费里尔', 'Helen Fondra', 'Giovanni Fostini', 'Sytske Galema', '保罗·加里', '特蕾莎·戈捷', 'Sidney Gordon', '奥托·格罗斯', 'Heinz Hindrich', '爱德华·希区柯克', '约翰·霍恩', '史蒂芬·豪斯', 'Adam Jennette', 'G. Kabulska', '库尔特·克林格', 'Nicola Konopleff', '弗里德里希·兰普', '黛安·兰特', 'Princess Lilamani', 'Luigi Locchi', 'Mario Lucinni', '路易斯·马里诺', '理查德·麦克纳马拉', '拉宾德拉纳特·米特', 'Maurice Montabre', 'Julio Moriones', '理查德·纽豪斯', 'Desiderio Nobile', '朱斯蒂诺·奥利维', '埃里克·奥顿', 'Piero Pastore', '贾科莫·奔萨', '米莫·波利', 'Giuliano Raffaelli', '多米尼克·丽卡', 'Luigi Moneta', 'Carlo Rizzo', 'Piero Scanziani', 'Gianna Segale', 'Octave Senoret', 'Sir Hari Singh', 'Alcide Tico', '阿梅代奥·特里利', '海伦·塔布斯', 'Marco Tulli', 'Joop van Hulzen', '帕特里夏·瓦尔纳', 'Dianora Veiga', 'Cesare Viori', '塔尼亚·韦伯', 'Hank Werbe', 'Catherine Wyler', 'Judy Wyler', 'George Higgins II', '陆建艺', '金毅']",,,118,"['剧情', '喜剧', '爱情']",9.1
68,https://www.maoyan.com/films/1239,低俗小说,美国,1994/9/23,['昆汀·塔伦蒂诺'],"['约翰·特拉沃尔塔', '乌玛·瑟曼', '塞缪尔·杰克逊', '布鲁斯·威利斯', '蒂姆·罗斯', '阿曼达·普拉莫', '文·瑞姆斯', '罗姗娜·阿奎特', '杜恩·惠特克', '史蒂夫·布西密', '克里斯托弗·沃肯', '昆汀·塔伦蒂诺', '哈威·凯特尔', '劳伦斯·班德', '菲尔·拉马', '布罗娜·加拉赫', '朱丽亚·斯维尼', 'Brenda Hillhouse', 'Venessia Valentino', '凯西·格里芬', '丸山凯伦', '阿尼·萨瓦', 'Glendon Rich', '迪克.米勒', 'Emil Sitka', '琳达·凯伊', 'Rich Turner', 'Robert Ruth', 'Sy Sher', 'Chandler Lindauer', 'Lorelei Leslie', 'Gary Shorelle', 'Jerome Patrick Hoban', '迈克尔·吉尔顿', '劳拉·拉芙蕾丝', 'Stephen Hibbert', 'Carl Allen', 'Don Blakely', '安琪拉·琼斯', '布拉德·帕克', 'Eric Clark', 'Susan Griffiths', '布尔·斯蒂尔斯', '保罗·考尔德伦', '彼得·格林纳', '亚历克西斯·阿奎特', '约瑟夫·佩拉图', '弗兰克·威利', '埃里克·斯托尔兹', '玛丽亚·德·梅黛洛', 'Angela Jones', 'Brad Blumenthal']",,,154,"['剧情', '喜剧', '犯罪']",8.7
69,https://www.maoyan.com/films/2212,菊次郎的夏天,日本,2020/9/25,['北野武'],"['北野武', '关口雄介', '岸本 加世子', '吉行和子', '大家由祐子', '麿赤儿', '今村鼠', '细川典江', '关根大学', '稻宫诚', '大叶冬', '田中要次', '井手博士', 'Beat Kiyoshi', 'Great Gidayu', 'Hisahiko Murasawa', 'Tarou Suwata', 'Hidehisa Ebata', '小岛可奈子', 'Kyoko Nagata', 'Shimie Komura', 'Yuki Tsukamoto', 'Yuko Yasui', 'Kenta Arai', '细川忍', 'Takeshi Onishi', 'Naoto Seshimo', 'Yoshiyuki Ukon', '大槻修治', '铃木忠幸', '兼子二郎', '诹访太朗', '小林惠美']",597,906,120,"['剧情', '喜剧']",8.8
70,https://www.maoyan.com/films/43,三傻大闹宝莱坞,印度,2011/12/8,['拉吉库马尔·希拉尼'],"['阿米尔·汗', '黄渤', '卡琳娜·卡普', '汤唯', '博曼·伊拉尼', '马德哈万', '沙尔曼·乔什', '奥米·瓦依达', '贾维德·贾弗里', '拉杰夫·拉凡德拉那桑', '莫娜·辛格', 'Akil Mishra', '阿里·法扎勒', '帕里卡沙特·萨赫尼', 'Jayant Kripalani', 'Shoaib Ahmed', 'Arun Bali', 'Chandrashekhar', 'Rahul Kumar', 'Meghna Bhatia', 'Achyut Potdar', 'Supriya Shukla', 'Rakesh Sharma', '登坂广臣', 'Atul Tiwari', '尚卡尔·萨查德夫', 'Pitobash Tripathy', 'Malvika Singh', 'Pooja Goswami', '阿马尔迪普·杰哈', 'Aakash Dabhade', 'Mukund Bhatt', 'Chaitali Bose', 'Nishi Singh', 'Vaidyanathan', 'Michael Joseph', 'Trilok Sadhwani', 'Tanveer Ahmed', 'Harvinder Singh', 'Sitaram Sharma', 'Saurabh Agnihotri', 'Captain A.S. Duggal', 'Shailaja Dhar', 'Dinesh Kumar', 'Raghunathan', 'Rajendra Patwardhan', 'Sanjay Sood', 'Sarvanna', 'Pandit Prayag Raj', 'Dayal Sharma', 'Hitesh Tak', 'Dharmendra Bhurji', 'Kumar Veer Singh', 'Dileep Desai', 'Annapurna Kaul', 'Dr. Kishor Patil', 'R.S. Kodange', 'Apul Jaisinghani', 'Sonu', 'Dr. Praful Kulkarni', '马达范', 'Olivier Lafont', 'Farida Dadi', '东方熠', 'Parikshat Sahni', 'Amardeep Jha', 'Dushyant Wagh', 'Akhil Mishra', 'Freny Bhagat', 'Pitobash', 'Amarjeet Jha', 'Rohitashv Gour', 'Komal Jha', '卡琳娜·卡普尔']",742,1396,171,"['剧情', '喜剧', '冒险']",9.1
71,https://www.maoyan.com/films/343203,釜山行,韩国,2016/7/20,"['延尚昊', '延相昊']","['孔刘', '郑有美', '马东锡', '金秀安', '崔宇植', '安昭熙', '郑锡勇', '崔贵华', '沈恩京', '禹都临', '延尚昊', '金义城', '艺秀晶', '朴明申', '张赫镇', '白仁权', '南砚友', '郑煐禥', '李珠实', '柳在勋', '车清华', '金在罗', '金周宪', '金旻錫', 'Kim Yoo', 'Han Sung-soo', 'Dong', '金锦顺', '金根英', '郑西仁', '柳成禄', '金丹菲', '金昌焕', '张泰民', '朴素贞', '郑裕美', 'Eun-Kyeong Kim', 'Terri Doty', '郑英基', 'Myeong-shin Park', 'Min-sang Kim', '朴成敏', '韩智恩', 'Jin-yong Kim', 'Joo-ri']",,,118,"['动作', '惊悚', '灾难']",8.9
72,https://www.maoyan.com/films/1321,七宗罪,美国,1995/9/22,['大卫·芬奇'],"['布拉德·皮特', '摩根·弗里曼', '格温妮斯·帕特洛', '理查德·朗德特里', '李·厄米', '约翰·迈克格雷', '朱莉·阿拉斯科格', '小马克·布恩', '约翰 卡西尼', '雷格·E·凯蒂', '彼得·科隆比', '霍桑·詹姆斯', '利兰·奥瑟', '理查德·波特诺', '海迪·萨卡斯', '帕梅拉·泰森', '阿方索·弗里曼', '鲍勃·斯蒂芬森', '都铎·谢拉德', '凯文·史派西', '艾米莉·瓦格纳', '马丁·普兰斯', '理查德·希夫', '詹姆斯·蒂斯', '查尔斯·A·坦伯罗', '里奇蒙德·阿奎特', '查尔斯·达顿', '达菲·盖弗', '约翰·桑廷', '香克斯', 'Brian Evers', '保罗·埃克斯坦', '瑞秋·沙特', '哈里斯·萨维德斯', '埃文·米兰达', '莱克西·比格姆', '卡特·穆勒', '润·布莱尔', '大卫·科雷亚', '莎拉·莱因哈特', '伦尼洛·夫廷', '迈克尔·雷德·麦基', '哈里森·怀特', '马里奥·迪多纳托', '简博尔坎', '贝弗利·伯克', '艾伦·科尔曼', '多米妮克·詹宁斯', '查林·苏', '吉米·鲍勃·哈特赛尔', '鲍勃·柯林斯', '威廉·戴维森', '安德烈·胡勒斯', '乔治·克里斯蒂', '鲍勃·麦克', '加雷特·皮尔森', '安德鲁·凯文·沃克', '弗兰斯·安格拉德', '迈克尔·麦斯', 'R·李·艾尔米', 'Peter Crombie', 'William Davidson', 'Robert J. Stephenson', '埃文·米兰德', 'Jimmy Dale Hartsell', 'Pamela Tyson', 'Rachel Flanagan']",,,127,"['剧情', '悬疑', '惊悚', '犯罪']",8.7
73,https://www.maoyan.com/films/1597,春光乍泄,中国香港,1997/5/30,['王家卫'],"['张国荣', '梁朝伟', '张震', '关淑怡', '格利高里·戴顿', '关雪丽']",,,96,['剧情'],9.2
74,https://www.maoyan.com/films/224973,无间道,中国香港,2003/9/5,"['刘伟强', '麦兆辉']","['刘德华', '梁朝伟', '黄秋生', '曾志伟', '陈慧琳', '郑秀文', '陈冠希', '余文乐', '萧亚轩', '杜汶泽', '林家栋', '吴廷烨', '林迪安', '尹志强', '许金峰', '何华超', '利沙华', '区轩玮', '李天翔', '黄燕强', '林溥来', '郑颖仪', '姚文基', '袁伟豪', '麦伟国', '瞿美仪', '李业健', '何仲伟', '余世腾', '苏伟南', '黎志伟', '梁皓楷', '李子明', '许安达', '何永宁', '李华柱', '梁超怡', '李启杰', '张艺', '叶清', '洪智杰', 'Chi-Wang Wong', 'Chi-Wai Lai', 'Yuk-San Cheung', 'Wai Ho Yuen']",,2,101,"['剧情', '犯罪']",9.1
75,https://www.maoyan.com/films/1287,爱在日落黄昏时,美国,2015/4/20,['理查德·林克莱特'],"['伊桑·霍克', '朱莉·德尔佩', '弗农·多布切夫', '路易丝·勒莫瓦纳·托雷斯', '罗多尔·保利', '玛丽安·普莱施泰格', '迪亚博洛', '丹尼·弗拉', '艾伯特·德尔佩', '玛丽·佩里', 'Louise Lemoine']",,,80,"['剧情', '爱情']",8.7
76,https://www.maoyan.com/films/38099,穿条纹睡衣的男孩,英国,2008/8/28,"['马克·赫尔曼', '马克·鲁赫曼']","['阿沙·巴特菲尔德', '维拉·法梅加', '大卫·休里斯', '鲁伯特·弗兰德', '杰克·斯坎伦', '卡拉·霍根', '理查德·约翰逊', '大卫·海曼', '谢拉·汉考克', '安贝尔·比蒂', '祖萨·霍尔', '拉斯洛·阿隆', 'Henry Kingsmill', ""Zac Mattoon O'Brien"", 'Gábor Harsai', '贝拉·费斯彼姆', 'Domonkos Németh', '阿提拉·埃杰德', '伊凡·弗雷贝利', 'Charlie Baker', '拉斯洛·纳道希', 'László Quitt', '米哈利·绍鲍多什', '泽索特·萨法尔·科夫卡', '吉姆·诺顿', '奥索利亚·茱莉娅·帕普', 'Cara Horgan']",,,94,"['剧情', '战争']",9
77,https://www.maoyan.com/films/1575,心灵捕手,美国,1997/12/5,['格斯·范·桑特'],"['罗宾·威廉姆斯', '马特·达蒙', '明妮·德里弗', '本·阿弗莱克', '卡西·阿弗莱克', '斯特兰·斯卡斯加德', '科尔·豪瑟', '哈莫尼·科林', '维克·萨海', '乔治·普林普顿', 'Frank Nakashima', '克里斯·布里顿', 'Brian Rivers', 'Paul McGillicuddy', 'Thomas Lundy', 'Riva Di Paola', 'Bobby Curcuro', 'Jessica Morton', 'Daniel Olsen', 'Kent Damon', 'James Allodi', 'Robert Talvano', 'Bruce Hunter', '戴维·艾斯纳', 'Richard Fitzpatrick', 'Chas Lawther', 'Libby Geller', 'Barna Moricz', '弗朗切斯科·克莱门特', 'Ann Matacunas', 'Joe Cannon', '吉米·弗林', 'Kevin Rushton', ""Patrick O'Donnell"", 'Philip Williams', 'Jennifer Deathe', '史蒂文·科兹洛夫斯基', 'Rob Lyons', 'Shannon Egleson', 'Derrick Bridgeman', '艾莉森·福兰德', '丹·华盛顿', 'Rob Lynds', 'Ralph St. George', 'Matt Mercier', 'Colleen McCauley', 'Rachel Majorowski', '约翰·迈顿', '斯科特·威廉姆·文特斯', '金彧亮']",,,126,['剧情'],8.4
78,https://www.maoyan.com/films/1290,重庆森林,中国香港,1994/7/14,['王家卫'],"['梁朝伟', '王菲', '金城武', '林青霞', '周嘉玲', '左颂升', '陈锦泉', '关莉娜', '良辰', 'Huang Zhiming', '琳内·兰登', '黄志明', 'Songshen Zuo']",,,102,"['剧情', '悬疑', '爱情']",8.6
79,https://www.maoyan.com/films/513,剪刀手爱德华,美国,1990/12/6,['蒂姆·波顿'],"['约翰尼·德普', '薇诺娜·瑞德', '黛安娜·维斯特', '安东尼·迈克尔·豪尔', '凯西·贝克', '罗伯特·奥利维里', '康查塔·费雷尔', '卡罗娜·艾伦', '迪克·安东尼·威廉姆斯', '肖恩·托马斯', '文森特·普莱斯', '艾伦·阿金', '苏珊·布洛马特', 'Linda Perri', 'Biff Yeager', '马蒂·格林伯格', '布莱恩·拉肯', '约翰·麦克马洪', 'Victoria Price', 'Stuart Lancaster', 'Gina Gallagher', '阿隆·鲁斯汀', 'Alan Fudge', '史蒂文·布里尔', 'Peter Palmer', '马克·麦考利', '卡门·J·亚历山大', '布雷特·赖斯', '安德鲁·B·克拉克', '凯利·克罗夫顿', '琳达·赫斯吉恩', '罗莎琳·汤姆森', 'Lee Ralls', 'Eileen Meurer', 'Bea Albano', '唐娜·派洛尼', 'Ken DeVaul', '迈克尔·高根', '特里西娅·劳埃德', 'Kathy Dombo', '雷克斯·福克斯', '谢里·弗格森', 'Tabetha Thomas', 'Carol Crumrine', 'Suzanne Chrosniak', 'Tammy Boalo', '杰基·卡森', 'Ellen Dennis', '凯西·弗莱明', 'Jalaine Gallion', '米丽娅姆·古德斯皮德', '戴安娜·L·格林', '玛丽·简·希思', 'Carol D. Klasek', '劳拉·纳德', '多伊尔·安德森', '哈维·贝尔曼', '迈克尔·布朗', '加里·克拉克', '罗兰·杜维尔', '罗素·E·格林', '塞西尔·霍金斯', 'Jack W. Kapfhamer', '比尔·克莱恩', '菲尔·奥尔森', '乔·谢尔顿', '詹姆斯·斯派塞', '约翰·戴维森', '尼克·卡特']",,,105,"['剧情', '爱情', '奇幻']",8.8
80,https://www.maoyan.com/films/246433,辩护人,韩国,2013/12/18,['杨宇硕'],"['宋康昊', '郭度沅', '吴达洙', '金英爱', '柳秀荣', '宋永彰', '任时完', '沈希燮', '车光洙', 'Seon-Mook Cho', 'Ki-Jung Han', '李星民', '郑原仲', '赵珉基', '李杭娜', '韩基重', '沈熙燮', '赵莞基', '李姃垠', '朴成根', '郑俊元', '李真熙', '朴修荣', '李率求', '张利雨', '权五镇', 'Jung Hyun Choi', '薛昌熙', '杨明宪', '黄健', '曹善默', '刘河福', 'Do-hyeon Yang', '全光镇', '申承勇', '金佳英', '郭道元', 'Han Gi-Joong', 'Kwang-Jin Jeon', '宋浩宏', '柳夏福']",,,127,['剧情'],8.8
